id_funcionario,id_companhia,id_aeroporto_base,nome_completo,cargo,data_nascimento,data_admissao,salario,criado_em,atualizado_em
363,2,27,Maria Helena das Neves,Comissário,1985-11-26,2022-11-07,11025.013180039143,2022-11-07 00:00:00.000000,2023-06-08 00:00:00.000000
364,7,79,Ravi Lucca Ramos,Mecânico,1986-08-05,2024-03-06,8156.632905720461,2024-03-06 00:00:00.000000,2024-03-18 00:00:00.000000
365,1,45,Marina da Rocha,Comissário,2001-11-26,2022-07-20,12871.323858771477,2022-07-20 00:00:00.000000,2023-04-04 00:00:00.000000
366,1,65,Arthur Miguel da Conceição,Copiloto,1996-09-25,2022-10-18,14160.586502181744,2022-10-18 00:00:00.000000,2023-06-23 00:00:00.000000
367,7,34,Luísa Andrade,Comissário,1986-03-08,2018-10-24,4554.054175821556,2018-10-24 00:00:00.000000,2019-08-13 00:00:00.000000
368,1,70,Ravy Fonseca,Comissário,1988-11-13,2024-03-29,10001.053858633226,2024-03-29 00:00:00.000000,2024-06-01 00:00:00.000000
369,8,3,Maria Sophia Azevedo,Comissário,1974-08-20,2022-02-03,5024.830282877138,2022-02-03 00:00:00.000000,2022-02-24 00:00:00.000000
370,3,66,Sarah Azevedo,Agente de Solo,1980-10-25,2023-12-24,19115.163171973818,2023-12-24 00:00:00.000000,2024-01-09 00:00:00.000000
371,2,2,José Pedro da Conceição,Comissário,1983-07-09,2023-07-03,3228.164627086263,2023-07-03 00:00:00.000000,2024-02-20 00:00:00.000000
372,3,21,Lara da Cunha,Comissário,1998-11-05,2020-01-23,24777.05500757013,2020-01-23 00:00:00.000000,2020-09-23 00:00:00.000000
373,8,31,João Pedro Rios,Mecânico,1966-12-31,2018-07-25,22434.766797059347,2018-07-25 00:00:00.000000,2018-10-28 00:00:00.000000
374,8,61,Sr. Fernando Teixeira,Mecânico,1978-07-22,2022-08-16,8954.867199182116,2022-08-16 00:00:00.000000,2023-06-10 00:00:00.000000
375,2,40,Luísa Garcia,Comissário,1970-01-30,2016-01-11,15394.037507064653,2016-01-11 00:00:00.000000,2016-10-29 00:00:00.000000
376,8,30,Sabrina Casa Grande,Agente de Solo,1971-07-31,2017-07-07,19747.725502318608,2017-07-07 00:00:00.000000,2017-09-30 00:00:00.000000
377,4,76,Aurora Cavalcanti,Copiloto,2003-09-19,2019-10-30,19836.555037203387,2019-10-30 00:00:00.000000,2020-01-17 00:00:00.000000
378,1,69,Luigi Duarte,Comissário,1997-09-30,2019-09-29,23410.93470386516,2019-09-29 00:00:00.000000,2020-01-31 00:00:00.000000
379,2,33,Vitória Pires,Comissário,1970-09-12,2017-07-12,19370.356169108654,2017-07-12 00:00:00.000000,2018-01-25 00:00:00.000000
380,2,52,Maria Helena Duarte,Comissário,1966-01-15,2023-04-16,9833.021355233952,2023-04-16 00:00:00.000000,2023-05-16 00:00:00.000000
381,1,35,Srta. Sophie Fernandes,Comissário,1992-07-03,2024-12-25,10910.208060263794,2024-12-25 00:00:00.000000,2025-07-06 00:00:00.000000
382,4,2,Ana Laura Cavalcante,Comissário,1984-05-16,2019-08-21,6542.913002863348,2019-08-21 00:00:00.000000,2020-02-04 00:00:00.000000
383,3,75,Sr. Igor Barros,Comissário,2004-07-20,2023-10-27,10015.686749001055,2023-10-27 00:00:00.000000,2024-03-12 00:00:00.000000
384,8,39,Sr. Vitor Melo,Piloto,2002-05-29,2016-03-04,11034.786194026005,2016-03-04 00:00:00.000000,2016-08-14 00:00:00.000000
385,4,77,Vicente Sousa,Comissário,1998-08-02,2025-01-26,3029.8697523287983,2025-01-26 00:00:00.000000,2025-05-21 00:00:00.000000
386,8,61,Maria Júlia Rezende,Agente de Solo,1979-12-17,2017-06-09,17259.48759278059,2017-06-09 00:00:00.000000,2018-03-06 00:00:00.000000
387,2,24,Sofia Moraes,Copiloto,1983-03-12,2024-11-19,20398.086903380736,2024-11-19 00:00:00.000000,2025-04-16 00:00:00.000000
388,5,17,Camila da Costa,Comissário,2003-09-11,2018-06-18,9577.355156694197,2018-06-18 00:00:00.000000,2018-07-14 00:00:00.000000
389,4,3,Murilo Oliveira,Agente de Solo,2004-06-12,2020-02-06,12881.510537607157,2020-02-06 00:00:00.000000,2020-07-01 00:00:00.000000
390,8,16,Dr. Enzo Gabriel Barros,Comissário,2001-06-26,2024-04-23,11203.341063811444,2024-04-23 00:00:00.000000,2024-05-20 00:00:00.000000
391,4,69,Antonella da Rosa,Comissário,1973-05-16,2016-11-24,7804.144141098183,2016-11-24 00:00:00.000000,2017-04-25 00:00:00.000000
392,1,71,Maria Luísa Dias,Comissário,1975-05-26,2020-07-30,12030.127611752047,2020-07-30 00:00:00.000000,2020-08-12 00:00:00.000000
393,2,53,Manuella da Mota,Piloto,2002-07-15,2021-11-10,9394.233071546038,2021-11-10 00:00:00.000000,2022-04-24 00:00:00.000000
394,4,44,Arthur Gabriel da Conceição,Copiloto,1998-02-04,2024-09-16,15472.481053167045,2024-09-16 00:00:00.000000,2025-06-03 00:00:00.000000
395,8,80,Sr. Gael Henrique Freitas,Mecânico,1996-01-01,2022-04-06,19804.053384284423,2022-04-06 00:00:00.000000,2022-12-30 00:00:00.000000
396,6,7,Alana Cavalcante,Mecânico,1976-07-11,2019-09-27,6451.303925952843,2019-09-27 00:00:00.000000,2020-06-17 00:00:00.000000
397,4,79,Aylla Silva,Copiloto,1975-01-04,2021-05-24,5955.492711960245,2021-05-24 00:00:00.000000,2021-06-14 00:00:00.000000
398,7,26,Marcelo Macedo,Agente de Solo,2003-12-16,2020-05-19,8842.094482815282,2020-05-19 00:00:00.000000,2020-10-23 00:00:00.000000
399,7,5,Cecília Cavalcanti,Agente de Solo,1965-08-31,2017-03-20,15970.563834049553,2017-03-20 00:00:00.000000,2017-04-17 00:00:00.000000
400,4,18,Srta. Luna Pastor,Agente de Solo,1977-03-22,2024-09-12,9998.616805586333,2024-09-12 00:00:00.000000,2025-04-15 00:00:00.000000
401,1,79,José Miguel Sampaio,Agente de Solo,1983-10-28,2021-08-24,8995.035041936955,2021-08-24 00:00:00.000000,2022-06-03 00:00:00.000000
402,3,25,Pietro Castro,Agente de Solo,1990-03-07,2020-10-05,13860.542061939084,2020-10-05 00:00:00.000000,2021-07-09 00:00:00.000000
403,8,60,Ester Martins,Comissário,1982-03-02,2025-08-31,11961.942015058139,2025-08-31 00:00:00.000000,2025-11-25 22:51:33.903163
404,8,50,Theodoro Fogaça,Copiloto,1973-04-19,2021-11-03,13338.773983603147,2021-11-03 00:00:00.000000,2021-11-29 00:00:00.000000
405,7,66,Elisa Almeida,Mecânico,1996-09-20,2017-01-30,8777.412353364953,2017-01-30 00:00:00.000000,2017-04-25 00:00:00.000000
406,5,71,Camila Nogueira,Comissário,2005-02-04,2020-03-30,13157.746676354964,2020-03-30 00:00:00.000000,2020-05-29 00:00:00.000000
407,5,20,Srta. Maria Liz Cavalcante,Comissário,1988-01-04,2016-08-26,6199.226603411437,2016-08-26 00:00:00.000000,2017-05-11 00:00:00.000000
408,1,27,João Vitor Vieira,Agente de Solo,1968-03-31,2023-11-13,23268.38509171569,2023-11-13 00:00:00.000000,2024-04-18 00:00:00.000000
409,6,29,Juan Alves,Piloto,1966-05-11,2020-10-03,19309.457059362358,2020-10-03 00:00:00.000000,2021-03-06 00:00:00.000000
410,1,35,Enzo Gabriel da Mata,Comissário,1982-05-01,2024-02-25,22877.589002115383,2024-02-25 00:00:00.000000,2024-12-10 00:00:00.000000
411,4,59,Levi Almeida,Comissário,1975-10-28,2024-11-09,13051.792051613462,2024-11-09 00:00:00.000000,2025-03-08 00:00:00.000000
412,8,55,Noah Araújo,Agente de Solo,1997-03-12,2020-12-30,13079.71532392789,2020-12-30 00:00:00.000000,2021-05-15 00:00:00.000000
413,6,16,Amanda Gonçalves,Copiloto,1979-10-13,2023-01-13,4239.020731830869,2023-01-13 00:00:00.000000,2023-05-08 00:00:00.000000
414,5,6,Anthony Caldeira,Agente de Solo,2003-10-14,2025-09-03,17134.282134074238,2025-09-03 00:00:00.000000,2025-10-20 00:00:00.000000
415,6,56,Raul Silva,Comissário,1966-05-08,2018-06-14,22586.280596710454,2018-06-14 00:00:00.000000,2018-09-06 00:00:00.000000
416,5,36,Maria Clara Abreu,Piloto,1970-01-21,2021-07-07,14151.121413303881,2021-07-07 00:00:00.000000,2021-10-04 00:00:00.000000
417,5,56,Sr. Gael Lopes,Agente de Solo,1973-10-01,2016-03-18,10674.18700736905,2016-03-18 00:00:00.000000,2016-04-24 00:00:00.000000
418,3,10,José Miguel Campos,Agente de Solo,2005-09-05,2024-03-03,22237.49555115005,2024-03-03 00:00:00.000000,2024-05-02 00:00:00.000000
419,6,57,Gael Santos,Comissário,1976-12-31,2024-03-21,7733.871886397611,2024-03-21 00:00:00.000000,2024-10-29 00:00:00.000000
420,8,72,Sra. Maria Helena Aragão,Comissário,2003-06-09,2019-09-20,12539.976736784543,2019-09-20 00:00:00.000000,2019-12-04 00:00:00.000000
421,4,25,Antônio da Costa,Mecânico,1997-04-10,2017-04-12,24299.742732034596,2017-04-12 00:00:00.000000,2017-10-25 00:00:00.000000
422,3,50,Isabelly Moura,Agente de Solo,1985-05-01,2022-12-05,21487.91142006205,2022-12-05 00:00:00.000000,2023-06-14 00:00:00.000000
423,4,58,Leandro Melo,Agente de Solo,1972-11-06,2018-05-01,8529.750571102388,2018-05-01 00:00:00.000000,2018-08-24 00:00:00.000000
424,2,53,Pedro Abreu,Copiloto,2003-05-09,2024-03-18,10746.847159863777,2024-03-18 00:00:00.000000,2024-07-19 00:00:00.000000
425,4,8,Maria Laura Pires,Comissário,1985-01-17,2022-04-08,14787.770930635135,2022-04-08 00:00:00.000000,2023-01-21 00:00:00.000000
426,3,54,Agatha Farias,Agente de Solo,1997-10-27,2016-09-21,9779.788539829335,2016-09-21 00:00:00.000000,2017-03-29 00:00:00.000000
427,1,7,Jade Moura,Agente de Solo,1972-02-18,2020-12-25,4414.292734529686,2020-12-25 00:00:00.000000,2021-07-21 00:00:00.000000
428,5,55,Lucas Azevedo,Mecânico,1990-11-19,2016-04-10,10448.41738426439,2016-04-10 00:00:00.000000,2016-10-24 00:00:00.000000
429,6,3,Ryan Peixoto,Comissário,1968-04-14,2018-10-09,21374.841502555333,2018-10-09 00:00:00.000000,2019-06-22 00:00:00.000000
430,5,72,Heitor Azevedo,Copiloto,1995-08-13,2019-07-08,16328.692046822891,2019-07-08 00:00:00.000000,2019-10-22 00:00:00.000000
431,6,5,Bento Barros,Agente de Solo,1972-10-07,2024-07-12,8548.555762829721,2024-07-12 00:00:00.000000,2024-09-04 00:00:00.000000
432,7,8,Maria Vitória Sousa,Copiloto,1996-12-09,2021-06-04,6273.301364786503,2021-06-04 00:00:00.000000,2022-02-24 00:00:00.000000
433,1,20,Ian Nogueira,Comissário,1995-01-24,2019-06-25,4402.2194492293675,2019-06-25 00:00:00.000000,2020-01-31 00:00:00.000000
434,4,33,Larissa Vieira,Comissário,2004-05-06,2017-01-24,10953.38080932683,2017-01-24 00:00:00.000000,2017-03-20 00:00:00.000000
435,7,5,Joana Azevedo,Comissário,1992-03-26,2018-09-18,13416.914778017956,2018-09-18 00:00:00.000000,2018-11-07 00:00:00.000000
436,4,55,Miguel Pimenta,Piloto,1996-05-28,2022-02-22,24982.354762562773,2022-02-22 00:00:00.000000,2022-03-08 00:00:00.000000
437,6,65,Bryan Viana,Mecânico,1975-12-21,2024-06-29,13960.996272091726,2024-06-29 00:00:00.000000,2025-04-14 00:00:00.000000
438,5,41,Juliana Melo,Piloto,1991-04-28,2023-04-28,12245.866050684353,2023-04-28 00:00:00.000000,2023-11-09 00:00:00.000000
439,1,2,Gael Rodrigues,Copiloto,1969-09-03,2020-12-06,19866.763075228115,2020-12-06 00:00:00.000000,2021-07-06 00:00:00.000000
440,7,37,Srta. Manuella Montenegro,Agente de Solo,1967-01-04,2019-02-05,10678.909580867225,2019-02-05 00:00:00.000000,2019-02-08 00:00:00.000000
441,2,11,Pietra Cunha,Comissário,1973-06-23,2018-09-13,20617.471586101612,2018-09-13 00:00:00.000000,2019-06-11 00:00:00.000000
442,8,45,Sr. João Felipe Borges,Comissário,1994-11-09,2018-08-04,8278.325992588414,2018-08-04 00:00:00.000000,2019-05-15 00:00:00.000000
443,3,76,Bella Cardoso,Comissário,1994-08-17,2020-02-16,16523.064972034266,2020-02-16 00:00:00.000000,2020-04-24 00:00:00.000000
444,8,66,Maria Eduarda da Luz,Comissário,2002-07-14,2022-02-09,20908.462506807497,2022-02-09 00:00:00.000000,2022-08-29 00:00:00.000000
445,3,54,Pedro Miguel Gomes,Agente de Solo,1997-04-21,2023-07-15,19587.7820190117,2023-07-15 00:00:00.000000,2023-09-14 00:00:00.000000
446,7,11,Brayan Mendonça,Copiloto,1978-04-21,2023-07-05,7560.559282210138,2023-07-05 00:00:00.000000,2023-10-08 00:00:00.000000
447,3,14,Noah Vasconcelos,Comissário,1965-05-14,2016-03-11,17889.380320212258,2016-03-11 00:00:00.000000,2016-04-29 00:00:00.000000
448,3,70,Maya Moraes,Comissário,1969-07-07,2022-11-01,16945.163581695604,2022-11-01 00:00:00.000000,2023-04-08 00:00:00.000000
449,5,36,Oliver Albuquerque,Comissário,1969-03-26,2021-10-28,13748.73732986912,2021-10-28 00:00:00.000000,2021-12-23 00:00:00.000000
450,5,69,Dr. Dante Castro,Agente de Solo,2003-11-21,2024-02-12,7799.954094665841,2024-02-12 00:00:00.000000,2024-10-28 00:00:00.000000
451,7,79,Marina da Mota,Comissário,1985-12-11,2023-12-01,7760.349780490736,2023-12-01 00:00:00.000000,2024-02-24 00:00:00.000000
452,6,9,Dr. Felipe Nunes,Agente de Solo,1978-12-13,2019-11-13,9432.038126807303,2019-11-13 00:00:00.000000,2019-12-20 00:00:00.000000
453,5,74,Srta. Amanda Guerra,Agente de Solo,1993-03-19,2022-09-07,14369.812666520424,2022-09-07 00:00:00.000000,2023-04-04 00:00:00.000000
454,7,11,Theodoro Correia,Comissário,1988-09-09,2017-11-25,9311.657252533203,2017-11-25 00:00:00.000000,2017-12-31 00:00:00.000000
455,6,75,Alice Rodrigues,Comissário,2002-07-31,2024-06-20,20568.033744649034,2024-06-20 00:00:00.000000,2024-06-30 00:00:00.000000
456,8,65,Davi Luiz Gomes,Mecânico,2005-09-04,2025-02-08,6888.507984136937,2025-02-08 00:00:00.000000,2025-09-22 00:00:00.000000
457,2,17,Raquel Nascimento,Copiloto,1972-10-29,2018-02-12,13119.775125552798,2018-02-12 00:00:00.000000,2018-04-10 00:00:00.000000
458,5,39,Sophia Campos,Piloto,1968-05-02,2020-10-24,7087.639928357328,2020-10-24 00:00:00.000000,2021-01-17 00:00:00.000000
459,7,55,Dra. Allana Pimenta,Comissário,1969-07-21,2019-05-24,16648.16589248741,2019-05-24 00:00:00.000000,2019-06-13 00:00:00.000000
460,2,44,Clara Sousa,Comissário,2001-07-16,2020-10-29,11510.198146368914,2020-10-29 00:00:00.000000,2021-08-04 00:00:00.000000
461,4,57,Luísa Barros,Comissário,1990-07-15,2022-04-27,19750.690311640516,2022-04-27 00:00:00.000000,2022-05-15 00:00:00.000000
462,3,46,Anna Liz Cassiano,Comissário,1996-07-07,2017-06-15,16380.32336143941,2017-06-15 00:00:00.000000,2017-10-02 00:00:00.000000
463,8,19,Sr. Mateus das Neves,Comissário,1973-02-11,2018-03-04,21554.3365186443,2018-03-04 00:00:00.000000,2018-12-20 00:00:00.000000
464,4,18,Evelyn Almeida,Comissário,1988-06-23,2019-01-21,21511.9313361563,2019-01-21 00:00:00.000000,2019-06-08 00:00:00.000000
465,6,74,Otávio Cavalcante,Agente de Solo,1977-08-01,2024-08-01,20486.38005903386,2024-08-01 00:00:00.000000,2025-05-01 00:00:00.000000
466,4,37,Juan Sales,Mecânico,1965-07-06,2019-12-07,21547.985029462398,2019-12-07 00:00:00.000000,2020-06-30 00:00:00.000000
467,7,14,Rebeca Gomes,Comissário,1978-02-22,2016-05-05,14405.346256423172,2016-05-05 00:00:00.000000,2016-11-25 00:00:00.000000
468,1,73,João Campos,Copiloto,1984-09-09,2017-11-01,18075.653857595753,2017-11-01 00:00:00.000000,2018-06-12 00:00:00.000000
469,5,66,Dr. Thiago Sousa,Agente de Solo,1998-04-26,2019-01-11,11278.51946764944,2019-01-11 00:00:00.000000,2019-09-23 00:00:00.000000
470,1,18,Eloah Guerra,Agente de Solo,1977-06-12,2021-10-07,17392.154180030073,2021-10-07 00:00:00.000000,2022-06-10 00:00:00.000000
471,2,41,Ana Vitória Camargo,Comissário,1981-11-16,2016-06-14,11304.820624358392,2016-06-14 00:00:00.000000,2016-09-11 00:00:00.000000
472,8,11,Ayla Aparecida,Piloto,1980-01-31,2025-07-28,4116.477680273776,2025-07-28 00:00:00.000000,2025-08-11 00:00:00.000000
473,8,72,Juan da Costa,Agente de Solo,1982-01-07,2016-02-06,20067.22598921071,2016-02-06 00:00:00.000000,2016-08-03 00:00:00.000000
474,8,38,Giovanna Pires,Piloto,1980-06-12,2023-03-17,18736.042048987736,2023-03-17 00:00:00.000000,2023-04-09 00:00:00.000000
475,8,47,Davi Lucas Farias,Piloto,1977-01-24,2017-02-16,19406.082960654287,2017-02-16 00:00:00.000000,2017-09-14 00:00:00.000000
476,4,52,Lunna Nunes,Comissário,1989-05-12,2016-11-10,23105.0416859373,2016-11-10 00:00:00.000000,2017-07-11 00:00:00.000000
477,6,74,Caio Melo,Mecânico,1981-07-25,2022-03-22,5703.551095095616,2022-03-22 00:00:00.000000,2022-04-10 00:00:00.000000
478,4,71,Rafaela Martins,Comissário,1995-04-18,2017-12-22,7383.250170032263,2017-12-22 00:00:00.000000,2018-04-15 00:00:00.000000
479,4,59,Guilherme Machado,Comissário,1973-01-30,2018-09-08,11998.684362620043,2018-09-08 00:00:00.000000,2019-05-06 00:00:00.000000
480,3,64,Sr. Arthur Miguel da Luz,Agente de Solo,1973-12-28,2017-03-25,11387.166047687046,2017-03-25 00:00:00.000000,2017-06-28 00:00:00.000000
481,8,61,Ravi Lucca Sá,Comissário,1979-11-08,2022-12-19,17684.364412741623,2022-12-19 00:00:00.000000,2023-07-05 00:00:00.000000
482,1,19,Thales Rodrigues,Comissário,1976-05-22,2018-09-22,14708.87985506377,2018-09-22 00:00:00.000000,2018-12-14 00:00:00.000000
483,6,72,Sra. Eloá da Costa,Comissário,1977-11-07,2020-12-16,5706.472830206041,2020-12-16 00:00:00.000000,2021-03-02 00:00:00.000000
484,5,3,Emilly Moraes,Mecânico,1995-07-11,2018-07-01,5248.860144027809,2018-07-01 00:00:00.000000,2018-11-25 00:00:00.000000
485,1,41,André Brito,Comissário,1965-05-19,2025-04-01,4574.075413909074,2025-04-01 00:00:00.000000,2025-08-15 00:00:00.000000
486,2,67,Ian Silva,Comissário,1971-02-03,2024-05-09,19832.287602398712,2024-05-09 00:00:00.000000,2024-05-12 00:00:00.000000
487,1,69,Rael Albuquerque,Comissário,1982-02-05,2022-04-29,23674.865503826408,2022-04-29 00:00:00.000000,2022-10-19 00:00:00.000000
488,3,18,Sr. Arthur Miguel Moraes,Comissário,1994-07-24,2015-12-09,21382.049182813596,2015-12-09 00:00:00.000000,2016-07-29 00:00:00.000000
489,3,2,Sophia Cavalcante,Comissário,1969-12-21,2024-09-12,8145.936124596169,2024-09-12 00:00:00.000000,2024-10-26 00:00:00.000000
490,4,35,Thales Nogueira,Copiloto,1967-08-30,2025-04-09,19174.651265197033,2025-04-09 00:00:00.000000,2025-08-07 00:00:00.000000
491,8,64,Henry Gabriel da Costa,Piloto,1996-01-07,2019-11-12,10980.389633299932,2019-11-12 00:00:00.000000,2020-06-23 00:00:00.000000
492,2,18,Dr. Vitor Hugo Oliveira,Comissário,1970-03-07,2020-10-09,7585.101187575689,2020-10-09 00:00:00.000000,2020-11-10 00:00:00.000000
493,7,56,Juan Peixoto,Comissário,1997-07-11,2022-10-05,13125.630323928915,2022-10-05 00:00:00.000000,2023-05-17 00:00:00.000000
494,3,74,Maitê da Paz,Mecânico,1992-07-03,2022-12-19,20490.663123625865,2022-12-19 00:00:00.000000,2023-04-09 00:00:00.000000
495,7,70,Diego Sampaio,Agente de Solo,2000-07-11,2023-09-02,5878.983105219653,2023-09-02 00:00:00.000000,2023-09-21 00:00:00.000000
496,1,33,Fernando Aragão,Agente de Solo,1984-01-27,2023-07-21,24730.93883513391,2023-07-21 00:00:00.000000,2023-11-02 00:00:00.000000
497,8,19,Luiz Felipe Moura,Comissário,2005-09-27,2020-05-20,8834.4424292193,2020-05-20 00:00:00.000000,2020-06-29 00:00:00.000000
498,1,21,Alexia Ferreira,Comissário,1982-10-18,2016-06-11,23209.86328044792,2016-06-11 00:00:00.000000,2017-02-24 00:00:00.000000
499,3,12,Aurora Jesus,Comissário,1969-09-17,2020-04-13,20165.562939901276,2020-04-13 00:00:00.000000,2021-02-03 00:00:00.000000
500,7,50,Igor Guerra,Agente de Solo,1966-06-04,2020-02-25,15567.458064913159,2020-02-25 00:00:00.000000,2020-03-11 00:00:00.000000
501,6,22,Dr. Benjamin Novais,Mecânico,1971-12-23,2024-11-25,23138.613936912407,2024-11-25 00:00:00.000000,2025-03-07 00:00:00.000000
502,2,66,Srta. Amanda Aparecida,Comissário,2003-11-07,2018-10-02,23008.660444639307,2018-10-02 00:00:00.000000,2019-03-30 00:00:00.000000
503,6,55,Thiago Nunes,Agente de Solo,1984-12-08,2020-12-09,24411.90480667401,2020-12-09 00:00:00.000000,2021-02-12 00:00:00.000000
504,4,63,Beatriz Vargas,Agente de Solo,1988-05-11,2023-01-27,8792.424326856546,2023-01-27 00:00:00.000000,2023-04-09 00:00:00.000000
505,5,11,Bento Rodrigues,Piloto,1992-07-13,2024-04-16,13043.874661491784,2024-04-16 00:00:00.000000,2024-11-16 00:00:00.000000
506,7,53,Enzo Aragão,Mecânico,1991-07-06,2019-04-11,14283.5113614821,2019-04-11 00:00:00.000000,2019-04-21 00:00:00.000000
507,5,23,Vicente Vieira,Piloto,1966-01-10,2021-01-21,8846.276742623457,2021-01-21 00:00:00.000000,2021-04-11 00:00:00.000000
508,7,13,Maria Sophia Mendonça,Comissário,1989-05-13,2019-11-22,12580.70334743096,2019-11-22 00:00:00.000000,2020-03-24 00:00:00.000000
509,1,3,Maria Fernanda Cirino,Comissário,1973-07-17,2025-09-04,5480.892339831036,2025-09-04 00:00:00.000000,2025-11-25 22:51:33.907946
510,6,40,Miguel Casa Grande,Mecânico,1985-08-03,2017-11-27,20877.933986235483,2017-11-27 00:00:00.000000,2018-07-02 00:00:00.000000
511,8,13,Sofia Moura,Comissário,1998-12-10,2017-07-22,7100.3274658365,2017-07-22 00:00:00.000000,2018-02-15 00:00:00.000000
512,3,64,Dom Martins,Comissário,1982-11-01,2022-04-16,16975.13796567795,2022-04-16 00:00:00.000000,2023-01-30 00:00:00.000000
513,2,51,Maria Helena Peixoto,Comissário,2003-08-03,2020-12-26,24787.255672183488,2020-12-26 00:00:00.000000,2021-09-05 00:00:00.000000
514,8,31,Mirella Camargo,Comissário,1999-10-21,2021-05-20,4533.096007200715,2021-05-20 00:00:00.000000,2021-10-11 00:00:00.000000
515,4,47,Maria Laura da Paz,Piloto,1965-09-21,2021-04-22,6292.488711958436,2021-04-22 00:00:00.000000,2022-01-18 00:00:00.000000
516,7,19,Sophie Caldeira,Copiloto,2004-09-12,2019-01-02,6099.603295335755,2019-01-02 00:00:00.000000,2019-09-19 00:00:00.000000
517,2,49,Emilly Monteiro,Mecânico,1988-09-27,2023-07-14,12927.63236851442,2023-07-14 00:00:00.000000,2024-03-15 00:00:00.000000
518,7,67,José Miguel Fernandes,Comissário,1969-12-05,2017-05-11,24465.292754321345,2017-05-11 00:00:00.000000,2017-08-31 00:00:00.000000
519,7,4,Eduardo Rodrigues,Comissário,1992-02-10,2023-08-08,15664.564265366933,2023-08-08 00:00:00.000000,2024-01-15 00:00:00.000000
520,8,27,Alice Pinto,Agente de Solo,1990-06-29,2018-08-25,22257.30207483823,2018-08-25 00:00:00.000000,2019-06-10 00:00:00.000000
521,5,27,Leonardo Fernandes,Copiloto,1998-08-01,2020-01-27,18050.74577704577,2020-01-27 00:00:00.000000,2020-07-27 00:00:00.000000
522,7,76,Pietra da Cunha,Copiloto,1996-04-16,2019-07-20,22680.05263466597,2019-07-20 00:00:00.000000,2020-04-22 00:00:00.000000
523,4,76,Sr. João Miguel Macedo,Agente de Solo,1996-02-14,2022-03-12,24776.50760461117,2022-03-12 00:00:00.000000,2022-12-29 00:00:00.000000
524,2,21,Ana Laura Mendes,Comissário,1967-07-09,2025-02-28,13128.292790059095,2025-02-28 00:00:00.000000,2025-03-11 00:00:00.000000
525,5,42,Maria Isis Campos,Copiloto,1989-03-29,2016-06-25,4151.6431407795235,2016-06-25 00:00:00.000000,2016-12-21 00:00:00.000000
526,5,62,Otávio Farias,Copiloto,1989-07-28,2017-07-29,13353.618371892788,2017-07-29 00:00:00.000000,2017-09-22 00:00:00.000000
527,8,12,Dr. Anthony Siqueira,Comissário,1991-05-26,2025-11-05,10029.498155445235,2025-11-05 00:00:00.000000,2025-11-25 22:51:33.908763
528,6,65,Matheus Sampaio,Mecânico,1966-09-06,2023-08-24,6125.381997932398,2023-08-24 00:00:00.000000,2024-02-10 00:00:00.000000
529,1,53,Allana da Cruz,Agente de Solo,1999-10-11,2024-05-20,8193.650798994402,2024-05-20 00:00:00.000000,2024-08-03 00:00:00.000000
530,1,41,Sra. Ayla Alves,Comissário,2004-04-02,2022-10-11,11342.344676238183,2022-10-11 00:00:00.000000,2022-12-15 00:00:00.000000
531,4,15,Caleb Oliveira,Comissário,1965-04-30,2020-02-17,18722.43548472278,2020-02-17 00:00:00.000000,2020-05-12 00:00:00.000000
532,6,37,Davi Lucca Andrade,Agente de Solo,1986-07-08,2021-02-16,10669.569354889887,2021-02-16 00:00:00.000000,2021-05-25 00:00:00.000000
533,1,3,Igor Sampaio,Copiloto,1986-05-12,2023-06-07,11913.758443058621,2023-06-07 00:00:00.000000,2023-09-11 00:00:00.000000
534,2,11,Sra. Gabriela Moraes,Copiloto,1988-11-30,2019-06-20,3457.823652345353,2019-06-20 00:00:00.000000,2019-08-14 00:00:00.000000
535,3,69,Melina Caldeira,Agente de Solo,1982-03-20,2024-05-07,23272.578549991707,2024-05-07 00:00:00.000000,2024-08-25 00:00:00.000000
536,8,42,Samuel Cassiano,Copiloto,1974-10-29,2016-08-12,19547.086506048865,2016-08-12 00:00:00.000000,2016-11-22 00:00:00.000000
537,4,12,Maria Luiza Alves,Comissário,1996-12-10,2019-12-11,7234.270266144099,2019-12-11 00:00:00.000000,2020-05-11 00:00:00.000000
538,3,76,Clarice Ribeiro,Copiloto,1968-09-27,2024-10-14,24047.689447507382,2024-10-14 00:00:00.000000,2025-05-13 00:00:00.000000
539,5,41,Dra. Luara Moura,Comissário,2003-05-22,2024-09-07,16661.283826567065,2024-09-07 00:00:00.000000,2024-12-11 00:00:00.000000
540,1,18,Sr. Bryan Duarte,Comissário,1972-07-24,2024-05-15,13172.608108353796,2024-05-15 00:00:00.000000,2024-07-09 00:00:00.000000
541,2,55,Sr. Apollo Cassiano,Piloto,1988-08-02,2022-12-28,23247.284977303287,2022-12-28 00:00:00.000000,2023-05-19 00:00:00.000000
542,2,50,Gustavo Cavalcante,Comissário,2003-09-28,2018-06-23,5321.055271761001,2018-06-23 00:00:00.000000,2018-12-22 00:00:00.000000
543,6,64,Marcos Vinicius Azevedo,Copiloto,1968-09-01,2022-03-09,23560.411800273032,2022-03-09 00:00:00.000000,2022-12-17 00:00:00.000000
544,6,74,Juan Casa Grande,Comissário,1965-08-09,2017-08-28,15289.321200229595,2017-08-28 00:00:00.000000,2018-01-31 00:00:00.000000
